Title,BSR,Price in £ (starting from),Author,Book TypeASIN,ISBN-10,ISBN-13,URL
"[ [ 16 Manor Way: The Story of Our Fated Adoptions [ 16 MANOR WAY: THE STORY OF OUR FATED ADOPTIONS BY Holbrook, Nicholas ( Author ) Aug-17-2010[ 16 MANOR WAY: THE STORY OF OUR FATED ADOPTIONS [ 16 MANOR WAY: THE STORY OF OUR FATED ADOPTIONS BY HOLBROOK, NICHOLAS ( AUTHOR ) AUG-17-2010 ] By Holbrook, Nicholas ( Author )Aug-17-2010 Paperback ] ] By Holbrook, Nicholas ( Author ) Aug - 2010 [ Paperback ]","5,061,230","2,000.00",Nicholas Holbrook,Paperback,B00JHSA13M,Not available,Not available,https://www.amazon.co.uk/Manor-Way-Adoptions-Aug-17-2010-AUG-17-2010/dp/B00JHSA13M/ref=sr_1_339?s=books&ie=UTF8&qid=1540622238&sr=1-339&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[ SATURN APARTMENTS, VOLUME 4 (SATURN APARTMENTS #04) ] By Iwaoka, Hisae ( Author ) Nov- 2011 [ Paperback ]","5,974,578","2,000.00",Hisae Iwaoka,Paperback,B00JIC2O00,Not available,Not available,https://www.amazon.co.uk/SATURN-APARTMENTS-Iwaoka-Author-Paperback/dp/B00JIC2O00/ref=sr_1_338?s=books&ie=UTF8&qid=1540622238&sr=1-338&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
[(The Gift of Peace: Personal Reflections by Cardinal Joseph Bernardin )] [Author: Joseph L. Bernardin] [Jan-2003],"7,509,059","2,000.00",No Author Specified!!,Paperback,B00LXKTZ1Q,Not available,Not available,https://www.amazon.co.uk/Gift-Peace-Personal-Reflections-Bernardin/dp/B00LXKTZ1Q/ref=sr_1_331?s=books&ie=UTF8&qid=1540622221&sr=1-331&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
By Anne McIntyre Herbs for Common Ailments (Common Ailments Series),"6,165,870","2,000.00",Anne McIntyre,Paperback,B00NBFKV78,Not available,Not available,https://www.amazon.co.uk/Anne-McIntyre-Herbs-Common-Ailments/dp/B00NBFKV78/ref=sr_1_326?s=books&ie=UTF8&qid=1540622221&sr=1-326&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[(An Introduction to Applied Cognitive Psychology)] [ By (author) Anthony Esgate, By (author) Corriene Reed, By (author) Moira Maguire, By (author) Richard Kemp, By (author) David Heathcote, By (author) Kevin Baker, By (author) David Groome ] [January, 2005]","7,737,662","2,000.00",Anthony Esgate,Paperback,B00QCMLLIK,Not available,Not available,https://www.amazon.co.uk/Introduction-Cognitive-Psychology-Corriene-Heathcote/dp/B00QCMLLIK/ref=sr_1_319?s=books&ie=UTF8&qid=1540622202&sr=1-319&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[(Skilful Means: Patterns of Success)] [Author: Tarthang Talka] published on (December, 1991)","7,261,277","2,000.00",No Author Specified!!,Paperback,B00XX7XGY4,Not available,Not available,https://www.amazon.co.uk/Skilful-Means-Patterns-Tarthang-published/dp/B00XX7XGY4/ref=sr_1_313?s=books&ie=UTF8&qid=1540622202&sr=1-313&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
A Change of Perspective,"2,563,706","1,999.00",Milly Matthison,Paperback,1785075446, 1785075446, 978-1785075445,https://www.amazon.co.uk/Change-Perspective-Milly-Matthison/dp/1785075446/ref=sr_1_270?s=books&ie=UTF8&qid=1540622150&sr=1-270&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"Ecommerce: The Ultimate Guide to Making Money Selling Products Online (make money online, ecommerce, amazon fba)","3,045,496","2,000.00",Raman Shahi,Paperback,1534890815, 1534890815, 978-1534890817,https://www.amazon.co.uk/Ecommerce-Ultimate-Selling-Products-ecommerce/dp/1534890815/ref=sr_1_269?s=books&ie=UTF8&qid=1540622150&sr=1-269&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Willie the Windmill,"3,052,345","2,000.00",Lonnie Rogers & Melody Wynne,Paperback,1606049984, 1606049984, 978-1606049983,https://www.amazon.co.uk/Willie-Windmill-Lonnie-Rogers-Melody/dp/1606049984/ref=sr_1_268?s=books&ie=UTF8&qid=1540622150&sr=1-268&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The New Reaction,"3,120,446","2,000.00",Rachel Haywire,Paperback,191052428X, 191052428X, 978-1910524282,https://www.amazon.co.uk/New-Reaction-Rachel-Haywire/dp/191052428X/ref=sr_1_267?s=books&ie=UTF8&qid=1540622150&sr=1-267&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Guide To English Embroidery.,"3,085,261","1,999.00",Victoria and Albert Museum,Paperback,B000OH6NJQ,Not available,Not available,https://www.amazon.co.uk/English-Embroidery-Victoria-Albert-Museum/dp/B000OH6NJQ/ref=sr_1_266?s=books&ie=UTF8&qid=1540622150&sr=1-266&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[(Exploring Strategy with MyStrategyLab)] [ By (author) Gerry Johnson, By (author) Richard Whittington, By (author) Duncan Angwin, By (author) Patrick Regner, By (author) Kevan Scholes ] [January, 2014]","3,028,751","2,000.00",Gerry Johnson,Paperback,B00QAX65WS,Not available,Not available,https://www.amazon.co.uk/Exploring-Strategy-MyStrategyLab-Johnson-Whittington/dp/B00QAX65WS/ref=sr_1_265?s=books&ie=UTF8&qid=1540622150&sr=1-265&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Forced Submission,"1,794,440","2,000.00",Claire Thompson,Paperback,1490936556, 1490936556, 978-1490936550,https://www.amazon.co.uk/Forced-Submission-Claire-Thompson/dp/1490936556/ref=sr_1_264?s=books&ie=UTF8&qid=1540622150&sr=1-264&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The Story of the Miami Dolphins (NFL Today (Creative)),"1,635,144","1,999.00",Jim Whiting,Paperback,0898128617, 0898128617, 978-0898128611,https://www.amazon.co.uk/Story-Miami-Dolphins-Today-Creative/dp/0898128617/ref=sr_1_263?s=books&ie=UTF8&qid=1540622150&sr=1-263&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Jasper Collection - 2 Books RRP £11.98 (Jasper's Beanstalk; Just Like Jasper!),"1,475,910","1,999.00",Nick Butterworth and Mick Inkpen,Paperback,B009NTN8CG,Not available,Not available,https://www.amazon.co.uk/Jasper-Collection-%C2%A311-98-Jaspers-Beanstalk/dp/B009NTN8CG/ref=sr_1_261?s=books&ie=UTF8&qid=1540622150&sr=1-261&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Volcanoes (Fascinating Facts About),"9,568,284","2,000.00",J Walker,Paperback,0749651253, 0749651253, 978-0749651251,https://www.amazon.co.uk/Volcanoes-Fascinating-Facts-About-Walker/dp/0749651253/ref=sr_1_252?s=books&ie=UTF8&qid=1540622133&sr=1-252&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Maigret and the Black Sheep,"8,608,411","2,000.00",Georges Simenon,Paperback,0860092380, 0860092380, 978-0860092384,https://www.amazon.co.uk/Maigret-Black-Sheep-Georges-Simenon/dp/0860092380/ref=sr_1_248?s=books&ie=UTF8&qid=1540622133&sr=1-248&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Suddenly,"5,095,622","2,000.00",M. E. Tudor,Paperback,0985654694, 0985654694, 978-0985654696,https://www.amazon.co.uk/Suddenly-M-Tudor/dp/0985654694/ref=sr_1_246?s=books&ie=UTF8&qid=1540622133&sr=1-246&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The Story of the Treasure Seekers,"3,744,688","2,000.00",Edith Nesbit,Paperback,1420938339, 1420938339, 978-1420938333,https://www.amazon.co.uk/Story-Treasure-Seekers-Edith-Nesbit/dp/1420938339/ref=sr_1_243?s=books&ie=UTF8&qid=1540622133&sr=1-243&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Naikan,"8,442,729","1,999.00",Gregg Krech,Paperback,1459602714, 1459602714, 978-1459602717,https://www.amazon.co.uk/Naikan-Gregg-Krech/dp/1459602714/ref=sr_1_241?s=books&ie=UTF8&qid=1540622133&sr=1-241&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Submission in Paradise,"3,960,755","2,000.00",Claire Thompson,Paperback,1494801248, 1494801248, 978-1494801243,https://www.amazon.co.uk/Submission-Paradise-Claire-Thompson/dp/1494801248/ref=sr_1_238?s=books&ie=UTF8&qid=1540622117&sr=1-238&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Black Angel AND Burial,"9,929,089","1,999.00",Graham Masterton,Paperback,B00183T7U2,Not available,Not available,https://www.amazon.co.uk/Black-Angel-Burial-Graham-Masterton/dp/B00183T7U2/ref=sr_1_226?s=books&ie=UTF8&qid=1540622117&sr=1-226&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"The Adult Learner The Definitive Classic in Adult Education and Human Resource Development by Holton, Elwood F. ( AUTHOR ) Mar-09-2011 Paperback","8,651,023","1,999.00",Malcolm S. Knowles,Paperback,B0068G9Y70,Not available,Not available,https://www.amazon.co.uk/Definitive-Education-Development-Mar-09-2011-Paperback/dp/B0068G9Y70/ref=sr_1_221?s=books&ie=UTF8&qid=1540622098&sr=1-221&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[(Preserving Our Heritage : Perspectives from Antiquity to the Digital Age)] [Edited by Michele Valerie Cloonan] published on (May, 2014)","6,777,025","1,999.00",Michele Valerie Cloonan,Paperback,B01BTCRVJ0,Not available,Not available,https://www.amazon.co.uk/Preserving-Our-Heritage-Perspectives-Antiquity/dp/B01BTCRVJ0/ref=sr_1_135?s=books&ie=UTF8&qid=1540622014&sr=1-135&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Oxford Reading Tree: Stage 1+: More First Sentences B: One Wheel,"7,744,772","2,000.00",Roderick Hunt,Paperback,0198463596, 0198463596, 978-0198463597,https://www.amazon.co.uk/Oxford-Reading-Tree-Stage-Sentences/dp/0198463596/ref=sr_1_102?s=books&ie=UTF8&qid=1540621974&sr=1-102&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Elementary Statistics,"9,100,727","2,000.00",Mario F. Triola,Paperback,0201704668, 0201704668, 978-0201704662,https://www.amazon.co.uk/Elementary-Statistics-Mario-F-Triola/dp/0201704668/ref=sr_1_101?s=books&ie=UTF8&qid=1540621974&sr=1-101&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The Boy Who Was Afraid (Heinemann guided readers),"3,758,743","1,999.88",Armstrong Sperry,Paperback,043527113X, 043527113X, 978-0435271138,https://www.amazon.co.uk/Boy-Afraid-Heinemann-guided-readers/dp/043527113X/ref=sr_1_94?s=books&ie=UTF8&qid=1540621956&sr=1-94&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Flight Plan to Sales Success: New Media Marketing for the Aviation Industry,"5,909,971","2,000.00",Paula Williams,Paperback,055756882X, 055756882X, 978-0557568826,https://www.amazon.co.uk/Flight-Plan-Sales-Success-Marketing/dp/055756882X/ref=sr_1_90?s=books&ie=UTF8&qid=1540621956&sr=1-90&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
How to Cope With Your Nerves,"8,944,723","2,000.00",Tony Lake,Paperback,0668058757, 0668058757, 978-0668058759,https://www.amazon.co.uk/Cope-Your-Nerves-Tony-Lake/dp/0668058757/ref=sr_1_84?s=books&ie=UTF8&qid=1540621956&sr=1-84&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Title: Split Image The Life of Anthony Perkins,"8,343,889","2,000.00",Charles Winecoff,Paperback,0967282233, 0967282233, 978-0967282237,https://www.amazon.co.uk/Title-Split-Image-Anthony-Perkins/dp/0967282233/ref=sr_1_73?s=books&ie=UTF8&qid=1540621941&sr=1-73&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
A Critical History of Cuba - Memories,"8,912,300","2,000.00",Jorge Besada Ramos,Paperback,0979659132, 0979659132, 978-0979659133,https://www.amazon.co.uk/Critical-History-Cuba-Memories/dp/0979659132/ref=sr_1_72?s=books&ie=UTF8&qid=1540621941&sr=1-72&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The Soldier's Pocket-Book for Field Service,"5,581,660","2,000.00",Garnet Joseph Wolseley,Paperback,1147163758, 1147163758, 978-1147163759,https://www.amazon.co.uk/Soldiers-Pocket-Book-Field-Service/dp/1147163758/ref=sr_1_70?s=books&ie=UTF8&qid=1540621941&sr=1-70&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Bones of the Past: Arhel: Book 2: Volume 2,"6,136,139","2,000.00",Holly Lisle,Paperback,1466472987, 1466472987, 978-1466472983,https://www.amazon.co.uk/Bones-Past-Arhel-Holly-Lisle/dp/1466472987/ref=sr_1_62?s=books&ie=UTF8&qid=1540621930&sr=1-62&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Indian Hill 2 Reckoning,"5,705,722","2,000.00",Mark Tufo,Paperback,1468184253, 1468184253, 978-1468184259,https://www.amazon.co.uk/Indian-Hill-Reckoning-Mark-Tufo/dp/1468184253/ref=sr_1_61?s=books&ie=UTF8&qid=1540621930&sr=1-61&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"In the Shadow of Empires: The historic Vlad Dracula, the events he shaped and the events that shaped him","5,880,410","2,000.00",Sir Jens,Paperback,1475250398, 1475250398, 978-1475250398,https://www.amazon.co.uk/Shadow-Empires-historic-Dracula-events/dp/1475250398/ref=sr_1_60?s=books&ie=UTF8&qid=1540621930&sr=1-60&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The Tenant of Wildfell Hall,"5,548,529","2,000.00",No Author Specified!!,Paperback,1484109414, 1484109414, 978-1484109410,https://www.amazon.co.uk/The-Tenant-of-Wildfell-Hall/dp/1484109414/ref=sr_1_58?s=books&ie=UTF8&qid=1540621930&sr=1-58&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"Touch of Frost: Volume 1 (Magic, New Mexico)","3,457,324","2,000.00",S. E. Smith,Paperback,1500777765, 1500777765, 978-1500777760,https://www.amazon.co.uk/Touch-Frost-Magic-New-Mexico/dp/1500777765/ref=sr_1_55?s=books&ie=UTF8&qid=1540621930&sr=1-55&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Take It Off,"3,832,076","1,999.99",L.A. Witt,Paperback,1626490031, 1626490031, 978-1626490031,https://www.amazon.co.uk/Take-Off-L-Witt/dp/1626490031/ref=sr_1_51?s=books&ie=UTF8&qid=1540621930&sr=1-51&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"The Fountain of Life Opened Up (or, A Display of Christ in His Essential and Mediatorial Glory)","9,365,297","2,000.00",John Flavel,Paperback,1846857988, 1846857988, 978-1846857980,https://www.amazon.co.uk/Fountain-Opened-Display-Essential-Mediatorial/dp/1846857988/ref=sr_1_50?s=books&ie=UTF8&qid=1540621930&sr=1-50&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"(REGRESSION MODELING STRATEGIES: WITH APPLICATIONS TO LINEAR MODELS, LOGISTIC REGRESSION, AND SURVIVAL ANALYSIS) BY Harrell, Frank E., Jr.(Author)Paperback Dec-2010","6,935,225","2,000.00","Frank E., Jr. Harrell",Paperback,B007S7G700,Not available,Not available,https://www.amazon.co.uk/REGRESSION-MODELING-STRATEGIES-APPLICATIONS-Paperback/dp/B007S7G700/ref=sr_1_46?s=books&ie=UTF8&qid=1540621914&sr=1-46&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"How to Teach English [With DVD] HOW TO TEACH ENGLISH [WITH DVD] BY Harmer, Jeremy( Author ) on May-01-2007 Paperback","9,110,769","2,000.00",Jeremy Harmer,Paperback,B009KJCN2K,Not available,Not available,https://www.amazon.co.uk/English-ENGLISH-Harmer-May-01-2007-Paperback/dp/B009KJCN2K/ref=sr_1_43?s=books&ie=UTF8&qid=1540621914&sr=1-43&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Planning and Fitting Kitchens (Do it) by Dennis Dixon ( 2007 ),"8,048,093","2,000.00",No Author Specified!!,Paperback,B00E3FYCMK,Not available,Not available,https://www.amazon.co.uk/Planning-Fitting-Kitchens-Dennis-Dixon/dp/B00E3FYCMK/ref=sr_1_42?s=books&ie=UTF8&qid=1540621914&sr=1-42&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"By Hasekura, Isuna [ [ Spice and Wolf, Volume 10 (Spice & Wolf (Novel) #10) ] ] Dec-2013[ Paperback ]","4,471,550","1,999.00",Isuna Hasekura,Paperback,B00IFH6G4O,Not available,Not available,https://www.amazon.co.uk/Hasekura-Isuna-Spice-Dec-2013-Paperback/dp/B00IFH6G4O/ref=sr_1_40?s=books&ie=UTF8&qid=1540621914&sr=1-40&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
[(Sabriel )] [Author: Garth Nix] [Aug-1997],"6,353,575","2,000.00",No Author Specified!!,Paperback,B00L76YBL0,Not available,Not available,https://www.amazon.co.uk/Sabriel-Author-Garth-Nix-Aug-1997/dp/B00L76YBL0/ref=sr_1_38?s=books&ie=UTF8&qid=1540621914&sr=1-38&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[(Lyrical Ballads & Other Poems)] [ By (author) William Wordsworth, By (author) Samuel Taylor Coleridge, Introduction and notes by Martin Scofield, Volume editor Martin Scofield ] [August, 2002]","7,163,488","2,000.00",No Author Specified!!,Paperback,B00QCLJN6I,Not available,Not available,https://www.amazon.co.uk/Lyrical-Wordsworth-Coleridge-Introduction-Scofield/dp/B00QCLJN6I/ref=sr_1_30?s=books&ie=UTF8&qid=1540621897&sr=1-30&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[(Othello)] [Author: William Shakespeare] published on (February, 2004)","7,212,661","2,000.00",No Author Specified!!,Paperback,B00XXB0REM,Not available,Not available,https://www.amazon.co.uk/Othello-Author-Shakespeare-published-February/dp/B00XXB0REM/ref=sr_1_28?s=books&ie=UTF8&qid=1540621897&sr=1-28&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"[Opal Sunset: Selected Poems, 1958-2008] (By: Clive James) [published: February, 2011]","6,038,119","1,999.00",Clive James,Paperback,B00Y2QZFUI,Not available,Not available,https://www.amazon.co.uk/Opal-Sunset-Selected-1958-2008-published/dp/B00Y2QZFUI/ref=sr_1_27?s=books&ie=UTF8&qid=1540621897&sr=1-27&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Cosmic Ordering for Beginners,"2,451,954","1,999.00",Barbel Mohr,Paperback,1848501986, 1848501986, 978-1848501980,https://www.amazon.co.uk/Cosmic-Ordering-Beginners-Barbel-Mohr/dp/1848501986/ref=sr_1_17?s=books&ie=UTF8&qid=1540621897&sr=1-17&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Deceived by Magic: Volume 6 (The Baine Chronicles),"1,999,505","2,000.00",Jasmine Walt,Paperback,1542392225, 1542392225, 978-1542392228,https://www.amazon.co.uk/Deceived-Magic-6-Baine-Chronicles/dp/1542392225/ref=sr_1_15/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-15&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The Aquarian Gospel of Jesus the Christ,"1,779,535","1,999.00",Levi H Dowling,Paperback,123246094X, 123246094X, 978-1232460947,https://www.amazon.co.uk/Aquarian-Gospel-Jesus-Christ/dp/123246094X/ref=sr_1_14/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-14&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
[The Vanishing] [by: Tim Krabbe],"1,849,714","2,000.00",Tim Krabbe,Paperback,B00AA2YJKU,Not available,Not available,https://www.amazon.co.uk/Vanishing-Tim-Krabbe/dp/B00AA2YJKU/ref=sr_1_13/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-13&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"Calvin, Barth and Reformed Theology (Paternoster Biblical & Theological Monographs)","3,868,042","2,000.00",Neil B. MacDonald and Carl R. Trueman,Paperback,1842275674, 1842275674, 978-1842275672,https://www.amazon.co.uk/Reformed-Theology-Paternoster-Theological-Monographs/dp/1842275674/ref=sr_1_12/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-12&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
The Managers Guide to Understanding Effective Contract Evaluation (Managers Guides) (Commercial Contracts for Managers),"1,674,532","2,000.00",Frank Adoranti,Paperback,0852977735, 0852977735, 978-0852977736,https://www.amazon.co.uk/Understanding-Effective-Evaluation-Commercial-Contracts/dp/0852977735/ref=sr_1_11/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-11&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"South of the Border, West of the Sun: A Novel by Murakami, Haruki (2000) Paperback","4,281,188","1,999.00",No Author Specified!!,Paperback,B00M0D97UY,Not available,Not available,https://www.amazon.co.uk/South-Border-West-Sun-Paperback/dp/B00M0D97UY/ref=sr_1_10/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-10&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Charleston Cheat:Cheating Is The Evil That Happens When Honest Players Allow It.,"4,161,415","2,000.00",Anita C Waggoner,Paperback,1467954454, 1467954454, 978-1467954457,https://www.amazon.co.uk/Charleston-Cheat-Cheating-Happens-Players/dp/1467954454/ref=sr_1_9/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-9&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Creative Mindpower Techniques for Healing Yourself and Others: Featuring Unique and Exclusive Bodily Healing Methods,"3,787,171","2,000.00",Dr. Frank W. Lea,Paperback,1426948395, 1426948395, 978-1426948398,https://www.amazon.co.uk/Creative-Mindpower-Techniques-Healing-Yourself/dp/1426948395/ref=sr_1_8/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-8&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"Letts 11+ Success - Non-Verbal Reasoning: Targeted Practice by Williams, Neil R (2012) Paperback","2,949,850","2,000.00",No Author Specified!!,Paperback,B00HK3AQCM,Not available,Not available,https://www.amazon.co.uk/Letts-Success-Non-Verbal-Reasoning-Paperback/dp/B00HK3AQCM/ref=sr_1_7/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-7&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
"New Zealand: 101 Coolest Things to Do in New Zealand (Auckland, Wellington, Canterbury, Christchurch, Queenstown, Travel to New Zealand, Budget Travel New Zealand)","367,928","2,000.00",101 Coolest Things,Paperback,1546470662, 1546470662, 978-1546470663,https://www.amazon.co.uk/New-Zealand-Wellington-Canterbury-Christchurch/dp/1546470662/ref=sr_1_6/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-6&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Don Quixote (Oxford Classic Tales),"2,004,877","1,999.99",Miguel de Cervantes,Paperback,0192741934, 0192741934, 978-0192741936,https://www.amazon.co.uk/Don-Quixote-Oxford-Classic-Tales/dp/0192741934/ref=sr_1_5/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-5&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
Harsh Words: English Words for Chinese Learners,"3,143,695","1,999.00",Monica Hill,Paperback,9622097170, 9622097170, 978-9622097179,https://www.amazon.co.uk/Harsh-Words-English-Chinese-Learners/dp/9622097170/ref=sr_1_3/261-2537990-3203828?s=books&ie=UTF8&qid=1540621888&sr=1-3&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A199900-200000
